GHGRP ID No. / No d'identification du PDGES,reference_year,facility_name,facility_location,municipality,province,postal_code,Latitude,Longitude,NAICS_code_description,company_legal_name,company_trade_name,total_emissions_tonnes_CO2e
G10162,2021,Keephills Thermal Electric Power Generating Plant,"Site 3, Box 1, RR1",Duffield,Alberta,T0E 0N0,53.4487,-114.4491,Fossil-Fuel Electric Power Generation,TransAlta Generation Partnership,TransAlta Corporation,4656196.15
G10163,2021,"TransCanada Pipeline, Ontario",1644 Veterans Drive,Kenora,Ontario,P9N 0C1,49.791,-94.49,Pipeline Transportation of Natural Gas,TransCanada PipeLines Limited,TransCanada PipeLines Limited,750596.923
G10164,2021,Kidd Metallurgical Site,Suite 6900 10050 Highway 101 East Highway East,Timmins/District of Cochrane,Ontario,P4N 7K1,48.57373,-81.09115,Copper-Zinc Ore Mining,Glencore,Glencore,31083.56273
G10165,2021,Kirkland Lake Generating Station,505 Archer's Drive,Kirkland Lake,Ontario,P2N 3M7,48.1347,-80.0425,Fossil-Fuel Electric Power Generation,Northland Power Inc.,Northland Power Inc.,139361.2907
G10168,2021,"KRONOS Canada, Inc.",3390 Marie-Victorin Boulevard,Varennes,Quebec,J3X 1T4,45.7125,-73.425,All Other Basic Inorganic Chemical Manufacturing,"KRONOS Canada, Inc.","KRONOS Canada, Inc.",182734.9931
G10169,2021,Kruger Wayagamack,1 Ile de la Potherie,Trois-Rivières,Quebec,G9A 5E9,46.3583,-72.5185,Paper (except Newsprint) Mills,Kruger Wayagamack S.E.C.,Kruger Wayagamack LP.,67160.327
G10170,2021,Richmond Cement Plant,7611 no 9 Road,Richmond,British Columbia,V6W 1H4,49.1591,-123.0032,Cement Manufacturing,Lafarge Canada Inc.,Lafarge Canada,540900.3241
G10171,2021,Bath Cement Plant,6501 Highway 33 Highway West,Bath,Ontario,K0H 1G0,44.1664,-76.8026,Cement Manufacturing,Lafarge Canada Inc.,Lafarge Canada,710581.8254
G10176,2021,Edmonton Plant,12640 Inland Way,Edmonton,Alberta,T5V 1K2,53.58051,-113.60328,Cement Manufacturing,Lehigh Hanson Materials Ltd.,Lehigh Cement,594559.9088
G10177,2021,Lennox Generating Station,0 7263 33 Highway,Greater Napanee,Ontario,K0H 1G0,44.1439,-76.8492,Fossil-Fuel Electric Power Generation,Ontario Power Generation Inc.,OPG,81073.07
G10178,2021,Lingan Generating Station,0 2599 Hinchey Avenue,Lingan,Nova Scotia,B1H 5E6,46.2358,-60.0386,Fossil-Fuel Electric Power Generation,Nova Scotia Power Incorporated,Nova Scotia Power Incorporated,2637789.743
G10179,2021,MacKay River Power Plant,,Fort McMurray,Alberta,T9H 3G6,56.6667,-111.3451,Fossil-Fuel Electric Power Generation,TransCanada Energy Ltd.,TransCanada Energy Ltd.,940006.7547
G10180,2021,"MacKay River, In-Situ Oil Sands Plant",,Fort McMurray,Alberta,T9H 3G6,57.04056,-111.90672,In-situ oil sands extraction,Suncor Energy Oil Sands Limited Partnership,Suncor Energy Oil Sands,420879.4013
G10181,2021,Mackenzie Pulp Mill,1000 Coquawaldie Road,MacKenzie,British Columbia,V0J 2C0,55.2906142,-123.1615796,Chemical Pulp Mills,Mackenzie Pulp Mill Corporation,Mackenzie Pulp Mill Corporation,44.0009
G10182,2021,Canadian Kraft Paper Industries Ltd.,"1 Kraft Rd., Highway 10 North",The Pas,Manitoba,R9A 1L4,53.86097,-101.21333,Paper (except Newsprint) Mills,Canadian Kraft Paper Industries Ltd.,Canadian Kraft Paper,80412.45938
G10183,2021,Usine de Marbleton,303 Principale Street West,Marbleton,Quebec,J0B 2L0,45.6207,-71.6049,Lime Manufacturing,Graymont (QC) Inc.,Graymont (QC) Inc.,183838.9616
G10184,2021,McMahon Cogen Plant,0 35 Mile Alaska Highway,Taylor,British Columbia,V0C 2K0,56.1447,-120.6686,Fossil-Fuel Electric Power Generation,NorthRiver Midstream Inc.,,506243.044
G10185,2021,McMahon Gas Plant,35 Mile Alaska Highway,Taylor,British Columbia,V0C 2K0,56.14845,-120.67168,Oil and gas extraction (except oil sands),NorthRiver Midstream Inc.,,107678.1204
G10186,2021,Meridian Cogeneration Plant,16 Highway East,Lloydminster,Saskatchewan,S9V 1M6,53.25932,-109.95124,Fossil-Fuel Electric Power Generation,Meridian Limited Partnership,Meridian Limited Partnership,890087.9871
G10187,2021,Mildred Lake and Aurora Plant Sites,Highway 63 Highway North,Fort McMurray,Alberta,T9H 3L1,57,-111,Mined oil sands extraction,Syncrude Canada Ltd.,Syncrude Canada Ltd.,12502013.83
G10188,2021,Mine de Mont-Wright,1000 route 389,Fermont,Quebec,G0G 1J0,52.76639,-67.33306,Iron Ore Mining,ArcelorMittal Exploitation Minière Canada s.e.n.c.,ArcelorMittal Mining Canada G.P.,252085.9439
G10191,2021,Mississauga Lubricants Centre,385 Southdown Road,Mississauga,Ontario,L5J 2Y3,43.5012,-79.6101,Other Petroleum and Coal Products Manufacturing,Petro-Canada Lubricants Inc.,Petro-Canada Lubricants Inc.,403785.501
G10192,2021,Mississauga Cement Plant,2391 Lakeshore Road,Mississauga,Ontario,L5J 1K1,43.4972,-79.6277,Cement Manufacturing,CRH Canada Group Inc.,CRH Canada Group Inc.,1101252.715
G10193,2021,Mohawk Street Landfill,20 Morrison Road,Brantford,Ontario,N3T 5L9,43.1262,-80.2285,Waste Treatment and Disposal,The Corporation of the City of Brantford,The Corporation of the City of Brantford,111789.7804
G10195,2021,Mosaic Potash Belle Plaine,Kalium Road,Belle Plaine,Saskatchewan,S0G 0G0,50.42872,-105.19838,Potash Mining,Mosaic Canada ULC,Mosaic Potash Belle Plaine,705886.8337
G10196,2021,Muskeg River Cogeneration Plant,PO Box 5670,Fort McMurray,Alberta,T9H 4W1,57.3517,-111.5222,Fossil-Fuel Electric Power Generation,Heartland Generation Ltd.,Heartland Generation,1414696.374
G10199,2021,Imperial Oil Nanticoke Refinery,225 Concession 2 Concession,Nanticoke,Ontario,N0A 1L0,42.8375,-80.0517,Petroleum Refineries,Imperial Oil,Imperial Oil,1129833.028
G10203,2021,Nipigon Power Plant,"Highway 11, 35 kms N/E of Nipigon Highway",Nipigon,Ontario,P0T 2J0,49.1512,-88.3418,Fossil-Fuel Electric Power Generation,Atlantic Power LP,,1811.81313
G10204,2021,Norman Wells Central Processing Facility,1001 Canol Drive,Norman Wells,Northwest Territories,X0E 0V0,65.2873,-126.8812,Oil and gas extraction (except oil sands),Imperial Oil Resources N.W.T. Limited,Imperial Oil Resources N.W.T. Limited,67151.77921
G10206,2021,NARL Refining LP,1 Refinery Road,Come by Chance,Newfoundland and Labrador,A0B 1N0,47.798,-53.9938,Petroleum Refineries,Braya Renewable Fuels (Newfoundland) LP,Braya Renewable Fuels,82180.2
G10207,2021,Northwood Pulp Mill,5353 Northwood Pulp Mill Road,Prince George,British Columbia,V2L 4W2,53.9779,-122.695,Chemical Pulp Mills,Canfor Pulp Ltd.,,230548.5489
G10208,2021,Corunna Site,785 Petrolia Line,Corunna,Ontario,N0N 1G0,42.8825,-82.4044,Petrochemical Manufacturing,NOVA Chemicals Corporation (OBPS),NOVA Chemicals,926695.6889
G10209,2021,INEOS Styrolution,872 Tashmoo Avenue,Sarnia,Ontario,N7T 7H5,42.9385,-82.4137,Petrochemical Manufacturing,INEOS Styrolution Canada Ltd.,INEOS Styrolution Canada Ltd.,144889.1503
G10210,2021,St. Clair River Site,285 Albert Street,Corunna,Ontario,N0N 1G0,42.8971,-82.4399,Resin and Synthetic Rubber Manufacturing,NOVA Chemicals Corporation,NOVA Chemicals,66616.90244
G10211,2021,NOVA Chemicals Corporation (Joffre),38430 Highway 815,Lacombe,Alberta,T4L 2N2,52.3083,-113.55,Petrochemical Manufacturing,NOVA Chemicals Corporation,NOVA Chemicals,3405492.185
G10213,2021,Oshawa OEM Stamped Products and Services Operations,700 Park Road South,Oshawa,Ontario,L1J 1N3,43.87182,-78.86319,Other Motor Vehicle Parts Manufacturing,General Motors of Canada Company,General Motors of Canada Company,53361.66669
G10215,2021,Ottawa Health Sciences Centre (OHSC) Cogeneration Facility,405 Smyth Road,Ottawa,Ontario,K1H 8M8,45.4032,-75.65408,Fossil-Fuel Electric Power Generation,TransAlta Cogeneration L.P.,,30317.59767
G10217,2021,Usine de Thurso,451 Victoria Street,Thurso,Quebec,J0X 3B0,45.5985,-75.2562,Chemical Pulp Mills,Fortress Cellulose Spécialisée,Fortress Specialty Cellulose Inc.,80668.18099
G10219,2021,CNUL Peace River Complex,05-21-085-18 W5M,Peace River,Alberta,T8S 1V1,56.3806,-116.795,In-situ oil sands extraction,Canadian Natural Upgrading Ltd,,329529.7375
G10220,2021,Mercer Peace River,11/13/24-085-21-W5,MD of Northern Lights,Alberta,T8S 1V7,56.2219,-117.1106,Chemical Pulp Mills,Mercer Peace River Pulp Ltd.,Mercer Peace River Pulp Ltd.,171238.0892
G10221,2021,CEPSA Chimie Bécancour,5250 Bécancour Boulevard,Bécancour,Quebec,G9H 3X3,46.3803,-72.3616,Petrochemical Manufacturing,CEPSA Chimie Bécancour,CEPSA Chimie Bécancour,79687
G10223,2021,Picton  Plant,1370 49 Highway South,Picton,Ontario,K0K 2T0,44.0553,-77.1222,Cement Manufacturing,Lehigh Hanson Materials Limited,Lehigh Hanson Materials Limited,555826.7504
G10225,2021,Pine River Sour Gas Plant C-085-D,Highway 97 South  South,Peace River District,British Columbia,V0C 1J0,55.5719,-121.9416,Oil and gas extraction (except oil sands),Canadian Natural Resources Limited,Canadian Natural Resources Limited,300467.7857
G10226,2021,Transmission Mainline - BC,3985 22nd Avenue,Prince George,British Columbia,V2N 1B7,53.90229,-122.79632,Pipeline Transportation of Natural Gas,Westcoast Energy Inc.,Enbridge Inc.,1095302.048
G10227,2021,Point Aconi Generating Station,1800 Prince Mine Road,Point Aconi,Nova Scotia,B1Y 2A6,46.3225,-60.3039,Fossil-Fuel Electric Power Generation,Nova Scotia Power Incorporated,Nova Scotia Power Incorporated,614432.8082
G10228,2021,Point Tupper Generating Station,4137 Port Malcolm Road,Port Hawkesbury,Nova Scotia,B9A 1Z4,45.5872,-61.3489,Fossil-Fuel Electric Power Generation,Nova Scotia Power Incorporated,Nova Scotia Power Incorporated,743946.7834
G10229,2021,Poplar River Power Station,,Coronach,Saskatchewan,S0H 0Z0,49.0472,-105.4883,Fossil-Fuel Electric Power Generation,Saskatchewan Power Corporation,SaskPower,3811544.553
G10230,2021,Port Alberni Division,4000 Stamp Avenue,Port Alberni,British Columbia,V9Y 5J7,49.248,-124.80952,Paper (except Newsprint) Mills,Catalyst Paper Corporation,Catalyst Paper,47283.5268
G10231,2021,Powell River Division,5775 Ash Avenue,Powell River,British Columbia,V8A 4R3,49.8738,-124.55222,Mechanical Pulp Mills,Catalyst Paper Corporation,Catalyst Paper,44988.7265
G10232,2021,Prentiss Chemical Manufacturing Facility,Prentiss Road,Lacombe County,Alberta,T4L 2N4,52.3874,-113.6005,Other Basic Organic Chemical Manufacturing,MEGlobal Canada ULC,MEGlobal Canada ULC,169405.1328
G10234,2021,Prince George Refinery,2542 Pulp Mill Road,Prince George,British Columbia,V2K 5P5,53.92818,-122.69891,Petroleum Refineries,Tidewater Midstream and Infrastructure Ltd.,,144638.7704
G10235,2021,Progress Gas Plant 01-01-078-10 W6M,,n/a,Alberta,,55.7249,-119.3999,Oil and gas extraction (except oil sands),Canadian Natural Resources Limited,Canadian Natural Resources Limited,25065.70762
G10236,2021,Queen Elizabeth Power Station,2211 Spandina Crescent West,Saskatoon,Saskatchewan,S7M 1P5,52.0944,-106.705,Fossil-Fuel Electric Power Generation,Saskatchewan Power Corporation,SaskPower,1245432.889
G10237,2021,Quirk Creek Gas Plant,,Millarville,Alberta,T0L 1K0,50.7477,-114.4947,Oil and gas extraction (except oil sands),Caledonian Midstream,,82871.90168
G10238,2021,Raffinerie de Montreal,11701 Sherbrooke Street East,Montreal,Quebec,H1B 1C3,45.6417,-73.5167,Petroleum Refineries,Suncor Energy Products Partnership,Suncor Energy Inc,1141303.07
G10239,2021,Raffinerie Jean-Gaulin,165 des Îles Road,Lévis,Quebec,G6V 7N1,46.7592,-71.1914,Petroleum Refineries,Valero Energy Inc.,Valero Energy Inc,1219152.042
G10240,2021,Mine Raglan,120 Aéroport Avenue,Rouyn-Noranda,Quebec,J9Y 0G1,61.6916,-73.6666,Nickel-Copper Ore Mining,Glencore,Glencore,148444.7497
G10241,2021,Rainbow Lake Cogeneration Power Plant (Units 4-5),,Rainbow Lake,Alberta,,58.4471,-119.2383,Fossil-Fuel Electric Power Generation,Heartland Generation Ltd.,Heartland Generation,315456.2168
G10243,2021,Ram River Sour Gas Plant,,Rocky Mountain House,Alberta,T4T 1B5,52.1463,-115.33,Oil and gas extraction (except oil sands),Tidewater Midstream and Infrastructure Ltd.,,306679.3976
G10244,2021,"TransCanada Pipeline, Manitoba",104 Terracon Place Place,Winnipeg,Manitoba,R2J 4G7,49.888,-97.059,Pipeline Transportation of Natural Gas,TransCanada PipeLines Limited,TransCanada PipeLines Limited,329332.3348
G10246,2021,Redwater Cogeneration Plant,,Redwater,Alberta,T0A 2W0,53.97733,-113.08634,Fossil-Fuel Electric Power Generation,TransCanada Energy Ltd.,TransCanada Energy Ltd.,202541.3366
G10247,2021,Irving Oil Refinery,340 Loch Lomond Road,Saint John,New Brunswick,E2J 3Z6,45.2838,-66.0102,Petroleum Refineries,Irving Oil Refining G.P.,Irving Oil,3061505.79
G10248,2021,"Foothills Pipeline, Saskatchewan",,Richmound,Saskatchewan,S0N 2E0,,,Pipeline Transportation of Natural Gas,Foothills Pipe Lines Ltd.,Foothills Pipe Lines Ltd.,181537.011
G10249,2021,Rimbey Gas Plant,,Rimbey,Alberta,T0C 2J0,52.7581,-114.1116,Oil and gas extraction (except oil sands),Keyera Corp,Keyera Corp,352819.2604
G10250,2021,Sarnia Chemical Plant,602 Christina Street South,Sarnia,Ontario,N7T 7M5,42.9544,-82.4153,Petrochemical Manufacturing,Imperial Oil,Imperial Oil,279221.5178
G10251,2021,Sarnia Cogen Plant,602 Christina Street South,Sarnia,Ontario,N7T 7M5,42.9586,-82.4146,Fossil-Fuel Electric Power Generation,Imperial Oil,Imperial Oil,419685.2058
G10252,2021,Sarnia Fractionation Plant,1182 Plank Road,Sarnia,Ontario,N7T 7H9,42.9521,-82.3664,Oil and gas extraction (except oil sands),Plains Midstream Canada ULC,,165610.3226
G10253,2021,Sarnia Manufacturing Centre,150 St. Clair Parkway,Corunna,Ontario,N0N 1G0,42.9025,-82.4511,Petroleum Refineries,Shell Canada Products,Shell Canada Products,678098.9388
G10254,2021,Sarnia Refinery,1900 River Road,Sarnia,Ontario,N7T 7J3,42.9306,-82.4433,Petroleum Refineries,Suncor Energy Products Partnership,Suncor Energy Inc,772222.2126
G10255,2021,Sarnia Refinery Plant,602 Christina Street South,Sarnia,Ontario,N7T 7M5,42.9542,-82.4158,Petroleum Refineries,Imperial Oil,Imperial Oil,1440421.008
G10256,2021,Sarnia Regional Cogeneration Facility,1475 Vidal Street South,Sarnia,Ontario,N7T 8H1,42.9346,-82.4381,Fossil-Fuel Electric Power Generation,TransAlta Sarnia Cogeneration L.P.,,1100982.25
G10257,2021,Alliance Pipeline Ltd. - SK Pipeline System,200 425 1st Street Southwest,Calgary,Saskatchewan,T2P 3L8,,,Pipeline Transportation of Natural Gas,Alliance Pipeline Ltd. Partnership,Alliance Pipeline,406082.6111
G10258,2021,SaskEnergy Incorporated,1777 Victoria Avenue,Regina,Saskatchewan,S4P 4K5,50.447,-104.6081,Natural Gas Distribution,SaskEnergy Incorporated,SaskEnergy Incorporated,81690.45841
G10259,2021,Yara Belle Plaine Inc.,2 Kalium Road Road North,Belle Plaine,Saskatchewan,S4P 4B3,50.4333,-105.1833,Chemical Fertilizer (except Potash) Manufacturing,Yara Belle Plaine Inc.,Yara Belle Plaine Inc.,566414.6161
G10260,2021,Scotford Chemical Plant,55520 Range 214 Road,"Fort Saskatchewan,Strathcona County",Alberta,T8L 4A3,53.8042,-113.0824,Petrochemical Manufacturing,Shell Chemicals Canada,Shell Chemicals Canada,327137.7818
G10261,2021,Scotford Complex,55522 RR#214 Road,Fort Saskatchewan,Alberta,T8L 3T2,53.7991,-113.0807,Fossil-Fuel Electric Power Generation,Air Liquide Canada Inc.,Air Liquide Canada Inc.,420760.58
G10262,2021,Scotford Upgrader and Upgrader Cogeneration,55522 Range Road 214,Fort Saskatchewan,Alberta,T8L 3T2,53.79644,-113.0913,Mined oil sands extraction,Shell Canada Energy Limited,,2734407.723
G10263,2021,Fibrek SENC,4000 St-Eusebe Road,St-Félicien,Quebec,G8K 2R6,48.6667,-72.4583,Chemical Pulp Mills,Fibrek S.E.N.C.,Fibrek General Partnership,87775.685
G10264,2021,Shand Power Station,,Estevan,Saskatchewan,S4A 2K9,49.0874,-102.86818,Fossil-Fuel Electric Power Generation,Saskatchewan Power Corporation,SaskPower,2089079.129
G10265,2021,Sheerness Generating Station,,Hanna,Alberta,,51.44267,-111.79207,Fossil-Fuel Electric Power Generation,Alberta Power 2000 Ltd.,Heartland Generation,2189007.877
G10267,2021,Caroline Complex,,Caroline,Alberta,T0M 0M0,51.9655,-114.7536,Oil and gas extraction (except oil sands),PIERIDAE ALBERTA PRODUCTION LTD.,,304420.4154
G10268,2021,Jumping Pound Complex,,Calgary,Alberta,T2P 4V8,51.0396,-114.559,Oil and gas extraction (except oil sands),PIERIDAE ALBERTA PRODUCTION LTD.,,176763.7126
G10269,2021,Shell Scotford Refinery,55522 Range Road 214,Fort Saskatchewan,Alberta,T8L 4A4,53.7959,-113.0996,Petroleum Refineries,Shell Canada Products,Shell Canada Products,1008414.381
G10271,2021,"Koch Fertilizer Canada, ULC",1400 17th Street East,Brandon,Manitoba,R7A 7C4,49.8309,-99.9078,Chemical Fertilizer (except Potash) Manufacturing,"Koch Fertilizer Canada, ULC","Koch Fertilizer Canada, ULC",650687.57
G10272,2021,Site de Témiscaming,33 Kipawa Road,Témiscaming,Quebec,J0Z 3R0,46.7111,-79.0967,Chemical Pulp Mills,Rayonier A.M. Canada G.P.,TMB,180748.66
G10273,2021,Bowmanville Cement Plant,410 Bowmanville Avenue,Bowmanville,Ontario,L1C 7B5,43.8806,-78.7005,Cement Manufacturing,St. Marys Cement Inc. (Canada),St. Marys Cement Inc. (Canada),1381272.273
G10274,2021,St. Marys Cement Plant,585 Water Street South,St. Marys,Ontario,N4X 1B6,43.2426,-81.1478,Cement Manufacturing,St. Marys Cement Inc. (Canada),St. Marys Cement Inc. (Canada),551930.3179
G10275,2021,Hamilton,386 Wilcox Street,Hamilton,Ontario,L8L 8K5,43.26438,-79.82723,Iron and Steel Mills and Ferro-Alloy Manufacturing,Stelco Inc.,Stelco Inc.,329784.1051
G10276,2021,Lake Erie,2330 Regional #3 Road,Haldimand County,Ontario,N0A 1L0,42.81,-80.0967,Iron and Steel Mills and Ferro-Alloy Manufacturing,Stelco Inc.,Stelco Inc.,3863061.669
G10277,2021,Strachan Gas Plant,,Rocky Mountain House,Alberta,T4T 1B5,52.2263,-115.177,Oil and gas extraction (except oil sands),Keyera Corp,Keyera Corp,127658.629
G10278,2021,"Imperial Oil, Strathcona Refinery",3400 Baseline Road,Edmonton,Alberta,T6P 0E5,53.5417,-113.3917,Petroleum Refineries,Imperial Oil,Imperial Oil,1613491.443
G10279,2021,Summit Road Landfill,3000 Summit Road,Winnipeg,Manitoba,R2Y 2M1,49.90933,-97.30489,Waste Treatment and Disposal,"City of Winnipeg, Water & Waste Department",Water & Waste Department,69175
G10281,2021,Sundance Thermal Electric Power Generating Plant,"Site 4, Box 1, RR1",Duffield,Alberta,T0E 0N0,53.5085,-114.5571,Fossil-Fuel Electric Power Generation,TransAlta Generation Partnership,TransAlta Corporation,1633176.961
G10283,2021,CF Industries Courtright Nitrogen Complex,161 Bickford Line,Courtright,Ontario,N0N 1H0,42.8142,-82.4556,Chemical Fertilizer (except Potash) Manufacturing,Terra International (Canada) Inc.,Terra International (Canada) Inc.,791569.9125
G10285,2021,AV Terrace Bay,21 Mill Road,Terrace Bay,Ontario,P0T 2W0,48.7965,-87.1039,Chemical Pulp Mills,AV Terrace Bay Inc.,AV Terrace Bay Inc.,167989.1318
G10289,2021,"Teck Metals Ltd, Trail Operations",25 Aldridge Avenue,Trail,British Columbia,V1R 4L8,49.10194,-117.71722,Non-Ferrous Metal (except Aluminum) Smelting and Refining,"Teck Metals Ltd, Trail Operations","Teck Metals Ltd, Trail Operations",416375.3428
G10290,2021,TransGas Limited,700 1777 Victoria Avenue,Regina,Saskatchewan,S4P 4K5,50.447,-104.61,Pipeline Transportation of Natural Gas,TransGas Limited,TransGas Limited,207895.8727
G10291,2021,Trenton Generating Station,1 Power Plant Road,Trenton,Nova Scotia,B0K 1X0,45.6204617,-62.648082,Fossil-Fuel Electric Power Generation,Nova Scotia Power Incorporated,Nova Scotia Power Incorporated,1067559.511
G10292,2021,Tufts Cove Generating Station,315 Windmill Road,Dartmouth,Nova Scotia,B3A 1H3,44.6764,-63.5961,Fossil-Fuel Electric Power Generation,Nova Scotia Power Incorporated,Nova Scotia Power Incorporated,994345.3967
G10293,2021,Tunis Power Plant,11 (Potter Road) Highway North,Tunis,Ontario,P0N 1J0,48.8704,-80.8942,Fossil-Fuel Electric Power Generation,Atlantic Power LP,,4478.46246
G10295,2021,Usine Alma,3000 des Pins,Alma,Quebec,G8B 5W2,48.5837,-71.6889,Primary Production of Alumina and Aluminum,Rio Tinto Alcan Inc,Rio Tinto,848527.6278
G10296,2021,Usine Arvida,1955 Mellon Boulevard,Saguenay,Quebec,G7S 4L2,48.4274,-71.1599,Primary Production of Alumina and Aluminum,Rio Tinto Alcan Inc,Rio Tinto,657398.6192
G10298,2021,Usine de Bécancour,675 Alphonse-Deshaies,Bécancour,Quebec,G9H 2Y8,46.3832,-72.3724,Alkali and Chlorine Manufacturing,Olin Canada ULC,Olin,16021.23577
